,Phosphatidylethanolamine,Phospholipid,Cholesterol,Cardiolipin,Sphingosine,Cholesterol ester,Dsg-Phosphatidylinositol,L-alpha-Phosphatidylinositol,L-alpha-Phosphatidylglycerol,Lyso-Phosphatidate,Phosphatidylcholine,Triglyceride,Palmitic Acid,Stearic Acid,Docosahexaenoic Acid,Omega-3 25-5,Ceramide 24-0,Ceramide 22-0,Ceramide 24-1,Phosphatidylcholine 18-1,Phosphatidylethanolamine 18-1,"Ceramide 18-1,22-0","Deoxyceramide 18-1,24-1","Deoxyceramide 18-1,16-0","Dihydroceramide 18-0,14-0"
2700.0,0.015953002721620473,0.03472582194305647,0.034250621833136645,0.033500804680109866,0.040556522391694154,0.042721116144641046,0.03835097447174433,0.0370817519033783,0.0404572099403967,0.01659625799185834,0.03363416154043763,0.019663468137683122,0.024588749161358055,0.02111099246399775,0.0,0.005769464401404378,0.03586868090393558,0.038290823875456924,0.011000786666275434,0.05104090163540848,0.06254714499547194,0.04752197265451981,0.024201636012034917,0.027763297750352307,0.02035253422051172
2706.6666666666665,0.0271599333288135,0.04115157962150173,0.035156242038186805,0.040575062391609074,0.04728825364563101,0.0580509598246759,0.0467021634025698,0.047029856932272726,0.05268255624702317,0.03449079896847042,0.04585396331706545,0.026863990198874796,0.030738435934221254,0.029959069514195615,0.0011485597336771782,0.013409145681071679,0.04653272515852777,0.04747456227083915,0.02305391615841714,0.060224311806591345,0.07149634027307596,0.05797540922390867,0.0343489670167427,0.03760559490767803,0.029733866000437925
2713.3333333333335,0.035807621914821494,0.04476245582192401,0.050727619185011584,0.05183070233919858,0.05903984512572947,0.08438909087195744,0.05958806307318543,0.06318480712857709,0.07186060397863739,0.04069753726358248,0.06057634692220043,0.0359670825080669,0.04023096363752252,0.04512863325246579,0.003880237825254162,0.012303171639428246,0.05781477261176408,0.05976407361253405,0.03562952956732469,0.06959075091490712,0.08012520103451305,0.0733305525618853,0.03876437424106107,0.05137600789576847,0.05194810482746272
2720.0,0.04512133754756385,0.05434476173129103,0.05074026934567399,0.05946078271122939,0.0716555779940721,0.07199587569107402,0.06344619161136016,0.07483906897077007,0.07582632415230921,0.040100424056813515,0.06837255749588463,0.04277824186473802,0.057280268474576936,0.06430713448247137,0.011222585156312132,0.03951464371849701,0.06833718046018845,0.07074821334472618,0.047085973029112854,0.07572954889862266,0.08510269516405561,0.09038641526648826,0.05408825958821769,0.06160803251630683,0.06958542494891304
2726.6666666666665,0.05176836627428969,0.05709840447709537,0.03703260915628479,0.06323191805332236,0.07664147090205228,0.07032486731519691,0.07328249819311418,0.07801305496096103,0.08245619049315163,0.049626520141437515,0.07268109513550713,0.05285499947693448,0.06905334214819521,0.06577624221595801,0.020679282355761153,0.0376474461514598,0.06847117946411177,0.07075268327899455,0.05057807494148391,0.07772492324400707,0.09055080259697797,0.08848944036483138,0.054530209554555606,0.0710058691137911,0.07166874926777875
2733.3333333333335,0.04611123042426491,0.06257335224359077,0.03792908848915178,0.06158381997948537,0.06018815264917597,0.06061466224857574,0.06299187016175785,0.06876744838108291,0.07498026727985248,0.048081131458147776,0.06251457804647947,0.057063432524006454,0.05496956208360988,0.04583475855733046,0.014947540022594357,0.02935670417485821,0.050922469542732614,0.05263076119337091,0.031917239911624755,0.0725417088989895,0.08519483407176835,0.06618730106892774,0.03756732513013323,0.05173018204614562,0.044465243898908616
2740.0,0.024195561447622586,0.055800569605693864,0.039758659148961685,0.04826723465348885,0.03871103917752386,0.05126921297782017,0.04717241190033291,0.0520911519067844,0.05060912874444158,0.023740692148622858,0.046494473398744386,0.04876847152127936,0.03290843030261293,0.028893288471443332,0.009805492317944477,0.020722526498851673,0.03539190769932932,0.03682950842900686,0.013216713062761806,0.05780831063943011,0.0706030083069156,0.04768107796258544,0.02139489125728694,0.03221165950129217,0.022200409334551124
2746.6666666666665,0.01995380399731045,0.05228934183285353,0.03556027275518903,0.03794469998892771,0.030085156298563943,0.04618081215744035,0.03510385286899915,0.04150998632290013,0.04445134016842991,0.015663205767917843,0.03490229423953496,0.037998861612030005,0.022640107008632844,0.02160898680586174,0.009494833723010373,0.007904503257796978,0.02890911643001722,0.030553080251548737,0.007065318466146173,0.05035837634766926,0.059872383291704426,0.045173128944676115,0.015237875690206303,0.025694176917670133,0.016590206384163423
2753.3333333333335,0.013530497728836232,0.05026293340104857,0.034708982091991546,0.030158654305291605,0.02988984435519398,0.04736327084296623,0.02984563240225839,0.035028040360559745,0.03306763193594979,0.001158353278701607,0.028278834491502508,0.02643721318174227,0.01846378676127492,0.018395076985888145,0.011162409920186555,0.0,0.025607701049973643,0.029149771703533552,0.0017255089949761283,0.0461318376816073,0.05501445555486137,0.04355387171974517,0.010810721294071643,0.02149773813720976,0.008862002383292478
2760.0,0.012809146999706145,0.04686754327303369,0.038527426431395576,0.026652257014310333,0.030280148844640337,0.04332696321545463,0.022067382470067176,0.03313838530297608,0.028573810927754698,0.0040889677101870504,0.026074997096901815,0.019085163849473126,0.01702018572756665,0.017525890088156023,0.011194842628194675,0.007689247310251622,0.024535717398195933,0.02598138485577183,0.0028531710233549116,0.04320419607653972,0.054114341288593756,0.0394090903738198,0.010836688007390464,0.018727249300867752,0.0061312211113973974
2766.6666666666665,0.0029615190242250657,0.044276012443313785,0.02955064713611431,0.02640887542869642,0.03193561205611389,0.04043974152469576,0.025181189008514807,0.033080986197049,0.02962779561460212,0.0,0.0237070151513877,0.016111129971528096,0.015064245072840068,0.014966952858548937,0.01782442248334215,0.007055763625894519,0.022461483677843907,0.025323405149393317,0.0,0.04364904713881194,0.053366651317557245,0.03584117486377098,0.010758261023916553,0.017368147424305324,0.0012653745112540986
2773.3333333333335,0.0,0.03964136918374055,0.025741819251958318,0.027916275798764774,0.028538363594386648,0.033675434412631614,0.02042469590637504,0.032448559313677294,0.03022506014741522,0.007859120315557336,0.026382302827653855,0.01600117104383565,0.014407010697746999,0.013625716146039172,0.02405639732798891,0.038047867853183474,0.021091889930102886,0.02306388860582615,0.0004571133200086323,0.044120731383503815,0.05470052147181195,0.03516076305690205,0.006751658953066852,0.018155434176884627,0.0
2780.0,0.0068851096466704285,0.041158124389595756,0.024711876087082633,0.030429137472109038,0.028036288514292455,0.02978999413883518,0.02234975630410155,0.034056623372875565,0.03053557891738188,0.003426016956645237,0.028813442731115385,0.015608713654454069,0.01532150253040098,0.01429204772627456,0.032619698928234436,0.025637426424291516,0.02151473231723158,0.02348409745312285,0.0014613262144912472,0.04649004629592512,0.05969389302650704,0.03585874563523645,0.006225189397337235,0.01783574573760931,0.002875048016147669
2786.6666666666665,0.013983679516699947,0.04280956820398311,0.025139480395127,0.03694987743256474,0.028655315226849755,0.03663413677281796,0.030447679643173232,0.03909600062370937,0.037667998788038094,0.008626616852536727,0.03439939647319704,0.017110162616007445,0.018522055990949162,0.01570084043263111,0.04035109750625908,0.04108143753420438,0.022842046790359106,0.02448001804326846,0.0071863947756481234,0.053395480408033325,0.06420057710514072,0.03835934833202426,0.01158963418749856,0.020819016202194618,0.004657541328169651
2793.3333333333335,0.017206906079490363,0.047832536696408905,0.02877113919581592,0.0410378366594303,0.03151563801845159,0.04216834605928586,0.03209995638882109,0.044552833255359636,0.04555017333003667,0.013688652349881267,0.039940589817134664,0.018343365892912914,0.0219240062864956,0.01945439492751613,0.04761335574395525,0.05957169168365755,0.024729254615225512,0.025394965864879673,0.011911211881122926,0.06121730272487866,0.07355349657209428,0.04160984625189467,0.015985149216645053,0.023195242630873785,0.006953706499269227
2800.0,0.022416180947403712,0.05537844689585555,0.028534980594389806,0.0444549178383521,0.03159349524418168,0.049356175126803244,0.037482806200419314,0.04891642958682468,0.048733072611353005,0.021574537527347462,0.04833207533084933,0.019678386398998583,0.0255966306036317,0.021934846898348244,0.05490389117216987,0.07450724211919064,0.027974800591044482,0.028399539035846882,0.01849795588916251,0.06931390115560708,0.07986093209475748,0.04542417729168062,0.022214081348468105,0.027185198014082028,0.011722720596541029
2806.6666666666665,0.028205396549927146,0.05864614222569991,0.03528948948411688,0.05105427745464568,0.038182955055961795,0.058573209396151724,0.04146081035744394,0.05530632181743529,0.05603924931779574,0.023601917613142846,0.05779958294942734,0.023378501911285435,0.030086036417710436,0.028029484388827373,0.07160276512205531,0.0698246168904817,0.03293208134568162,0.033538184108471765,0.022371530874573477,0.07393098599547437,0.08182898029657656,0.050707916349722104,0.023625999059594067,0.0317548001832288,0.020654742935041583
2813.3333333333335,0.042410366059079545,0.06788073071653292,0.046434121998367335,0.06386114126722921,0.048637692080449914,0.07800632866489018,0.05355128613351935,0.06911402176846394,0.06598837147226708,0.03391731927085532,0.07213663117901861,0.030002401950041363,0.03471529847242942,0.032954700635495965,0.09766782409391926,0.11664833042524349,0.04160489723660245,0.04051192457568661,0.03513984342497423,0.08584891853692027,0.08876015673483774,0.05959486230976751,0.029165383355008977,0.038299376693795247,0.03149358966754309
2820.0,0.05956461018066064,0.07631007897675973,0.0784745501080814,0.0870862650490322,0.06800538893160228,0.1288476693360994,0.07322284790176849,0.09567849306718407,0.09013719121233965,0.06372424494834009,0.09669911552292815,0.04042243119632285,0.04262901533069624,0.043099202418627816,0.12147693419896696,0.13943823083004875,0.056338913071232614,0.05571874833923949,0.05605340234611549,0.11329906480883563,0.10823494899303521,0.08513709497942161,0.04291562700457924,0.05325901482643923,0.051272580921568285
2826.6666666666665,0.0924065298052993,0.09384209751132849,0.1980072577764393,0.12923604450899748,0.12700753202564533,0.2433057192494469,0.10839947122530336,0.14822726692737015,0.14966767288001828,0.12064511757106917,0.14661541089370547,0.05498023880096089,0.061214246508170984,0.06618006821075731,0.1536005091656014,0.191218005136323,0.09110097428878662,0.09168050005745369,0.10633409282693211,0.17520489337001632,0.15932520498181074,0.1619220326426015,0.07683981794112796,0.08096137702489072,0.08746758942374465
2833.3333333333335,0.1654251980400703,0.1156052659696716,0.18418250414904577,0.20403382366612471,0.22699129841554705,0.3211451866591879,0.17524442172972154,0.23755688475644968,0.23768044652823922,0.22442486284046875,0.22688982615725245,0.07815143852278394,0.11893757226434057,0.13659065235909204,0.1919061006312698,0.2624559772445122,0.19183729214647277,0.1905243133536044,0.22771713262817747,0.27646975749454455,0.2543548728274636,0.31631319466559754,0.17824696655805644,0.14489956481487712,0.18862185285968897
2840.0,0.3131870896131442,0.18369210915325912,0.19449134762552786,0.33934958924108194,0.4431317902414943,0.555167847965209,0.3593518901626426,0.4684758547225046,0.5086554161321275,0.4483651735821299,0.4260531197806595,0.1373797945359974,0.3700472148636229,0.3958975685315465,0.24492296507176595,0.3344267254671382,0.4408930851675755,0.43069412019112685,0.521418296949526,0.5233405952872391,0.4829765143060096,0.5715561167706934,0.4484931550264395,0.3507051421417841,0.5463047392645954
2846.6666666666665,0.7977798008178522,0.3415312189695239,0.32273167077762094,0.6943421018490934,0.6676359661000731,0.8951723755028184,0.9030159010435688,0.9358399596399078,0.9026873878007319,0.887057342005218,0.9667324731605159,0.3210769234630591,0.6499826892523376,0.6481082315255127,0.2939351478754593,0.5626761345039538,0.7118763471924707,0.6806747956734878,0.8329321131115895,0.9513215195414272,0.9039279687459448,0.6572773138823069,0.7444409012033057,0.7253730688369261,0.9704837676384475
2853.3333333333335,1.0,0.4081206717362837,0.4524503965064535,0.9574275007620311,0.5796051805022182,0.8800553070470022,1.0,0.8585265523084253,0.827670241965359,0.762900285320803,1.0,0.5094113570953708,0.5119446653737384,0.5383309930915935,0.33150875786637524,0.8104947921886079,0.5706657573259774,0.5524977291591273,0.6928508064998686,0.9378332267242855,0.9163548900839137,0.6179090799503203,0.5818938712003078,0.5571974096571709,0.7958403778710037
2860.0,0.8420318425524661,0.4107513544097304,0.503368204946767,0.8768922058649864,0.5719594224510178,0.8705950005522188,0.8232630862700834,0.744193827632413,0.7211647609236774,0.6778594172510228,0.8384273525191582,0.5314157618156561,0.4276004342019301,0.43813510971503233,0.3672316727536357,0.7900009384362818,0.4925213582869276,0.47609665265742346,0.6022418561392927,0.7907637710743148,0.7672629149032959,0.6131494307573585,0.4979972381808637,0.5041691554926561,0.7207494548766773
2866.6666666666665,0.7227268555810601,0.4265390592462872,0.7862228081895078,0.7935987239336132,0.5796035480247131,1.0,0.7227628282862676,0.7041340929647122,0.7063024331504911,0.6583603875261276,0.754787543419174,0.5335119460569968,0.3877643188511608,0.3899104522922381,0.41291285234724273,0.7261326158222573,0.4568674185032378,0.4411783911073176,0.5546884100286279,0.7701759828909215,0.7384199002666102,0.6447292624893575,0.46514646592680964,0.46959813613010337,0.6703105710681302
2873.3333333333335,0.7632697941679166,0.4866281897086118,0.5599367845337697,0.8466199133928499,0.7036912208716158,0.8876801484182685,0.788592081133087,0.8345552718178777,0.838336427025426,0.7861453276375786,0.8490108474917903,0.6678342796757784,0.5033582915713655,0.4935696414927762,0.5024152110311092,0.7768567616783174,0.5516859985561664,0.5413942768043929,0.650049142328055,0.8335460312215528,0.7992588983422079,0.8491116190921452,0.5624677413290803,0.5297334175372105,0.7547535237547794
2880.0,0.795196651962739,0.5545701949824108,0.5391795161879299,0.8417513246466631,1.0,0.8217079012556372,0.8661955580325601,1.0,1.0,0.9580401344301672,0.9298879358296447,0.6161078095277134,1.0,1.0,0.5368068545872265,0.8063627031311671,1.0,1.0,1.0,0.9222278575621604,0.8951042178484719,1.0,1.0,0.868298549915377,1.0
2886.6666666666665,0.8652817275736696,0.6068622451441781,0.7391839886481629,0.9131188834652442,0.7241068709446137,0.8877261350251563,0.9610513547693182,0.9212281260135492,0.9559298598427137,1.0,0.9763389123801622,0.5540687098911243,0.729965471871291,0.747051468675312,0.5247572729016026,0.8263163760726226,0.6249505517788598,0.5723020501780623,0.720340360354074,0.9945446820253425,0.9879853940873926,0.8096841814371036,0.8534093799818008,1.0,0.8354052502364012
2893.3333333333335,0.9007872976056917,0.6525789885993734,0.8242041992901274,0.9795175139642586,0.5046988622658828,0.9045253815226306,0.9799704290982447,0.8428378066414817,0.8552300509487131,0.813913196633809,0.9529462059929144,0.5749121346544628,0.3956004108315313,0.41615244738436785,0.5550490369413803,0.8843107717116302,0.4415704933371177,0.38266552722156427,0.5752878905789399,1.0,1.0,0.5987124306295445,0.513119240671539,0.6023870579699376,0.6614333377779207
